,BD,SVA,MVA
776,4.43,0.58241701,71.29838024
777,4.435,0.574025851,72.59290038
778,4.44,0.558230788,73.28520159
779,4.445,0.574367636,72.29989245
780,4.45,0.573141367,72.37550518
781,4.455,0.569210083,76.09704043
782,4.46,0.559890577,75.82070632
783,4.465,0.553632535,75.70742752
784,4.47,0.549407459,78.06254853
785,4.475,0.54643666,76.36754696
786,4.48,0.544250565,76.41754393
787,4.485,0.566844908,75.55762925
788,4.49,0.561043415,77.23326809
789,4.495,0.562368006,74.69273938
790,4.5,0.553466868,74.77147765
791,4.505,0.554747641,75.46068961
792,4.51,0.54854969,77.12015392
793,4.515,0.552784874,73.76726197
794,4.52,0.553521955,74.7600877
795,4.525,0.565151495,69.28277535
796,4.53,0.552813219,74.23658638
797,4.535,0.577705214,71.74782424
798,4.54,0.557358151,68.78481515
799,4.545,0.579239251,66.77026122
800,4.55,0.559011908,72.33025561
