,BD,SVA
0,0.1,0.3816147267189883
1,0.10500000000000001,0.47121086268960544
2,0.11000000000000001,0.4541452283617849
3,0.11500000000000002,0.4688476234037529
4,0.12000000000000002,0.4540714767703377
5,0.12500000000000003,0.45342360089892436
6,0.13000000000000003,0.4507254355340516
7,0.13500000000000004,0.4396156442736952
8,0.14000000000000004,0.4209994489611292
9,0.14500000000000005,0.3823120192431449
10,0.15000000000000005,0.4053381241116049
11,0.15500000000000005,0.4152182785315363
12,0.16000000000000006,0.41197153640186773
13,0.16500000000000006,0.41765097996364464
14,0.17000000000000007,0.41433488568607885
15,0.17500000000000007,0.4045419852076509
16,0.18000000000000008,0.38725471309818577
17,0.18500000000000008,0.37829704958137916
18,0.19000000000000009,0.3819700049895949
19,0.1950000000000001,0.41791952793603754
20,0.2000000000000001,0.42368965012113363
21,0.2050000000000001,0.3777762731435822
22,0.2100000000000001,0.3877847817955862
23,0.2150000000000001,0.4126549672568469
24,0.2200000000000001,0.4246644044435243
25,0.22500000000000012,0.43308692147306405
26,0.23000000000000012,0.4488646786502921
27,0.23500000000000013,0.4620230688404569
28,0.24000000000000013,0.4411908755854538
29,0.24500000000000013,0.45612505384232216
30,0.2500000000000001,0.4605453753819348
31,0.2550000000000001,0.459550960114859
32,0.2600000000000001,0.47196420788938026
33,0.2650000000000001,0.4860537430891071
34,0.27000000000000013,0.48897335321818325
35,0.27500000000000013,0.49578958988503957
36,0.28000000000000014,0.5006384153093497
37,0.28500000000000014,0.5066847474432794
38,0.29000000000000015,0.5017887425047715
39,0.29500000000000015,0.5049515345770128
40,0.30000000000000016,0.5160222618847792
41,0.30500000000000016,0.522114247251151
42,0.31000000000000016,0.5277083031386776
43,0.31500000000000017,0.5308562929164397
44,0.3200000000000002,0.5373680284300089
45,0.3250000000000002,0.54543417453858
46,0.3300000000000002,0.5493982174305884
47,0.3350000000000002,0.5534447941868093
48,0.3400000000000002,0.5591302918999976
49,0.3450000000000002,0.558716944420453
50,0.3500000000000002,0.5535960645762902
51,0.3550000000000002,0.5628291211336283
52,0.3600000000000002,0.5711553361396944
53,0.3650000000000002,0.5782546788973127
54,0.3700000000000002,0.574822026271197
55,0.3750000000000002,0.5872137531957461
56,0.3800000000000002,0.5886572847881497
57,0.38500000000000023,0.5961181891835304
58,0.39000000000000024,0.6013925987614246
59,0.39500000000000024,0.6022819238776279
60,0.40000000000000024,0.6050700223355925
61,0.40500000000000025,0.610065225629798
62,0.41000000000000025,0.612780114399533
63,0.41500000000000026,0.6172970581238726
64,0.42000000000000026,0.6244193798081683
65,0.42500000000000027,0.6172337747072378
66,0.43000000000000027,0.6274249267765711
67,0.4350000000000003,0.636175819997396
68,0.4400000000000003,0.6385120608203014
69,0.4450000000000003,0.6379624839556027
70,0.4500000000000003,0.6436969724696794
71,0.4550000000000003,0.6551355228988153
72,0.4600000000000003,0.6489782285580946
73,0.4650000000000003,0.6565308288969737
74,0.4700000000000003,0.6566972183747917
75,0.4750000000000003,0.6620448772085665
76,0.4800000000000003,0.662532944854719
77,0.4850000000000003,0.6705666746148095
78,0.4900000000000003,0.6692589560836891
79,0.49500000000000033,0.6673879480024567
80,0.5000000000000003,0.6649618586266404
81,0.5050000000000003,0.6864508901563166
82,0.5100000000000003,0.6867188976437684
83,0.5150000000000003,0.6857705158276892
84,0.5200000000000004,0.68977366428701
85,0.5250000000000004,0.6869610007600608
86,0.5300000000000004,0.6913527252120544
87,0.5350000000000004,0.691504211543835
88,0.5400000000000004,0.6927027955739561
89,0.5450000000000004,0.7047187688118871
90,0.5500000000000004,0.7078800301884842
91,0.5550000000000004,0.7014238708406553
92,0.5600000000000004,0.7118719128631745
93,0.5650000000000004,0.7057245635956885
94,0.5700000000000004,0.7207776959006278
95,0.5750000000000004,0.7141769149554089
96,0.5800000000000004,0.7182182506094665
97,0.5850000000000004,0.7308260898040072
98,0.5900000000000004,0.7214924593182823
99,0.5950000000000004,0.7341740967914571
100,0.6000000000000004,0.730063266561024
101,0.6050000000000004,0.7374458489664081
102,0.6100000000000004,0.741102682198195
103,0.6150000000000004,0.7338787562296661
104,0.6200000000000004,0.7377171878322659
105,0.6250000000000004,0.7260454388115043
106,0.6300000000000004,0.7435190768283474
107,0.6350000000000005,0.7542663364341577
108,0.6400000000000005,0.7493443220519325
109,0.6450000000000005,0.7457063255589372
110,0.6500000000000005,0.7503246400704727
111,0.6550000000000005,0.7588597451353243
112,0.6600000000000005,0.7560384200963243
113,0.6650000000000005,0.7656586144231284
114,0.6700000000000005,0.7718241274729775
115,0.6750000000000005,0.7733915825451807
116,0.6800000000000005,0.7790265474324525
117,0.6850000000000005,0.7790765766827025
118,0.6900000000000005,0.7753257564034709
119,0.6950000000000005,0.7781500804011876
120,0.7000000000000005,0.7890402665648014
121,0.7050000000000005,0.7812091120629142
122,0.7100000000000005,0.785469832347548
123,0.7150000000000005,0.7895774900518767
124,0.7200000000000005,0.7874406520018522
125,0.7250000000000005,0.796659054139589
126,0.7300000000000005,0.798690659150046
127,0.7350000000000005,0.8034306787717106
128,0.7400000000000005,0.8039168560049972
129,0.7450000000000006,0.7992124938241272
130,0.7500000000000006,0.8038445621159394
131,0.7550000000000006,0.8001756000352943
132,0.7600000000000006,0.8008201483904304
133,0.7650000000000006,0.814311006445517
134,0.7700000000000006,0.8112946980324732
135,0.7750000000000006,0.8207446223242946
136,0.7800000000000006,0.8258073477384553
137,0.7850000000000006,0.8271317997289335
138,0.7900000000000006,0.8296677675382451
139,0.7950000000000006,0.8113882393150889
140,0.8000000000000006,0.8305984221730944
141,0.8050000000000006,0.8272524745548361
142,0.8100000000000006,0.8380840098584923
143,0.8150000000000006,0.8355113752818694
144,0.8200000000000006,0.8362533533169253
145,0.8250000000000006,0.8529217282578074
146,0.8300000000000006,0.8396950148385551
147,0.8350000000000006,0.84680397416698
148,0.8400000000000006,0.8541806119623441
149,0.8450000000000006,0.8569160160300724
150,0.8500000000000006,0.8452529320871458
151,0.8550000000000006,0.8369423768404544
152,0.8600000000000007,0.836292890352723
153,0.8650000000000007,0.8468870932865401
154,0.8700000000000007,0.8479053384103628
155,0.8750000000000007,0.869726608072764
156,0.8800000000000007,0.8699919531694634
157,0.8850000000000007,0.8575376813575729
158,0.8900000000000007,0.870155697391692
159,0.8950000000000007,0.8779521636890264
160,0.9000000000000007,0.8767898833966572
161,0.9050000000000007,0.8796786590805455
162,0.9100000000000007,0.8839504085796615
163,0.9150000000000007,0.8833583828513505
164,0.9200000000000007,0.8877785363433235
165,0.9250000000000007,0.8830988960424635
166,0.9300000000000007,0.8814923990462131
167,0.9350000000000007,0.8869220045078839
168,0.9400000000000007,0.8946342854114998
169,0.9450000000000007,0.90406993829102
170,0.9500000000000007,0.8958548066356374
171,0.9550000000000007,0.8986457732572405
172,0.9600000000000007,0.8906032254076145
173,0.9650000000000007,0.9077470145835332
174,0.9700000000000008,0.9146675715700571
175,0.9750000000000008,0.9048183993910586
176,0.9800000000000008,0.9128242084688328
177,0.9850000000000008,0.9054837109684039
178,0.9900000000000008,0.905521651286903
179,0.9950000000000008,0.9091154318898732
180,1.0000000000000007,0.9193065978782413
181,1.0050000000000006,0.9297464467591602
182,1.0100000000000005,0.9292860424074506
183,1.0150000000000003,0.9267658570972459
184,1.0200000000000002,0.917431550010419
185,1.0250000000000001,0.9359971011860604
186,1.03,0.9275187883071985
187,1.035,0.9422940636123868
188,1.0399999999999998,0.9559996664125633
189,1.0449999999999997,0.9370764349156929
190,1.0499999999999996,0.9498915878895383
191,1.0549999999999995,0.9514591237506395
192,1.0599999999999994,0.9724022424744143
193,1.0649999999999993,0.9629468904677301
194,1.0699999999999992,0.9792125021869693
195,1.074999999999999,0.9617509938857649
196,1.079999999999999,0.9827996538346803
197,1.0849999999999989,1.0100986864203856
198,1.0899999999999987,0.9870421681487931
199,1.0949999999999986,1.0475694838904763
200,1.0999999999999985,1.0154540803666998
201,1.1049999999999984,1.0612937121600847
202,1.1099999999999983,1.06843646301022
203,1.1149999999999982,1.050701713750343
204,1.119999999999998,0.9340038125037029
205,1.124999999999998,0.9218939469510092
206,1.129999999999998,1.0669460200777476
207,1.1349999999999978,1.0339794634117196
208,1.1399999999999977,0.9069391460238718
209,1.1449999999999976,0.9954633648341593
210,1.1499999999999975,0.9872245892996832
211,1.1549999999999974,1.0678782432619658
212,1.1599999999999973,1.048007166330081
213,1.1649999999999971,1.1072020653588133
214,1.169999999999997,1.0921219768529953
215,1.174999999999997,1.104814586788671
216,1.1799999999999968,1.1209920712754424
217,1.1849999999999967,1.0683578691333884
218,1.1899999999999966,1.1740821055278259
219,1.1949999999999965,1.1915466012462144
220,1.1999999999999964,1.1906732176866694
221,1.2049999999999963,1.1491455146133276
222,1.2099999999999962,1.2087476082164197
223,1.214999999999996,1.1718796308434987
224,1.219999999999996,1.217136883055436
225,1.2249999999999959,1.1949646112705676
226,1.2299999999999958,1.195432562498461
227,1.2349999999999957,1.1673928770756463
228,1.2399999999999956,1.2128988392873032
229,1.2449999999999954,1.2827120654749025
230,1.2499999999999953,1.1842311787082855
231,1.2549999999999952,1.2547209936435206
232,1.2599999999999951,1.1872064173793242
233,1.264999999999995,1.2154660268256459
234,1.269999999999995,1.2174902440984703
235,1.2749999999999948,1.1956947458769196
236,1.2799999999999947,1.2063293637601997
237,1.2849999999999946,1.268547503741467
238,1.2899999999999945,1.216189134610784
239,1.2949999999999944,1.2216170955276848
240,1.2999999999999943,1.3135660760660393
241,1.3049999999999942,1.3181774495966014
242,1.309999999999994,1.250878919468521
243,1.314999999999994,1.2613110714153015
244,1.3199999999999938,1.3253998488773422
245,1.3249999999999937,1.3181894047550171
246,1.3299999999999936,1.3251612100927566
247,1.3349999999999935,1.2981858601472203
248,1.3399999999999934,1.3143276800464314
249,1.3449999999999933,1.2566373944650688
250,1.3499999999999932,1.2608132456398724
251,1.354999999999993,1.3256266887680948
252,1.359999999999993,1.2910569965219991
253,1.3649999999999929,1.3352230195954726
254,1.3699999999999928,1.312757846332855
255,1.3749999999999927,1.3179085221771891
256,1.3799999999999926,1.3302927777810545
257,1.3849999999999925,1.407725881450561
258,1.3899999999999924,1.341790404318437
259,1.3949999999999922,1.3824883445639462
260,1.3999999999999921,1.4306516716158149
261,1.404999999999992,1.3549483039900765
262,1.409999999999992,1.3168237025234664
263,1.4149999999999918,1.359459172031619
264,1.4199999999999917,1.4019292884682413
265,1.4249999999999916,1.3721539552553437
266,1.4299999999999915,1.354362909421797
267,1.4349999999999914,1.4238602298999903
268,1.4399999999999913,1.348300085495284
269,1.4449999999999912,1.390662229799775
270,1.449999999999991,1.4233898183196545
271,1.454999999999991,1.3882543844097013
272,1.4599999999999909,1.3791703749851474
273,1.4649999999999908,1.4315802917409504
274,1.4699999999999906,1.445929196365708
275,1.4749999999999905,1.4142561092528816
276,1.4799999999999904,1.4424475150251148
277,1.4849999999999903,1.5203337263947407
278,1.4899999999999902,1.4713548516514283
279,1.4949999999999901,1.4258865512175574
280,1.49999999999999,1.5014694900634857
281,1.50499999999999,1.4876230813303397
282,1.5099999999999898,1.495106272225622
283,1.5149999999999897,1.5395367134755058
284,1.5199999999999896,1.5222723944332315
285,1.5249999999999895,1.5255322113950802
286,1.5299999999999894,1.4793868190413042
287,1.5349999999999893,1.4828056690930471
288,1.5399999999999892,1.5447104586074274
289,1.544999999999989,1.5471274678447409
290,1.549999999999989,1.52173586611909
291,1.5549999999999888,1.5716915298148448
292,1.5599999999999887,1.5821120793377443
293,1.5649999999999886,1.4818004710983932
294,1.5699999999999885,1.5221649365046754
295,1.5749999999999884,1.5475200414948322
296,1.5799999999999883,1.5320527102739525
297,1.5849999999999882,1.5893508531836713
298,1.589999999999988,1.5982339410893063
299,1.594999999999988,1.5572726872569553
300,1.5999999999999879,1.6181910659561602
