,BD,SVA,MVA
0,0.55,0.30241006871953907,0.9457358707121236
1,0.555,0.29333967418178714,0.9463878895759542
2,0.56,0.29280139782672315,0.960094757250742
3,0.5650000000000001,0.19482593601475148,0.9944384126218094
4,0.5700000000000001,0.29286570416262825,0.9629737687344148
5,0.5750000000000001,0.19534775878929142,1.000137560126349
6,0.5800000000000001,0.19369074354117172,1.0150301762335825
7,0.5850000000000001,0.17799928465261128,0.6304230793655949
8,0.5900000000000001,0.06447144522586755,0.47500074668515574
9,0.5950000000000001,0.09897534766467093,0.5770894838344516
10,0.6000000000000001,0.06244882720457656,0.4769149127320029
11,0.6050000000000001,0.09615907621501546,0.5502852321778973
12,0.6100000000000001,0.059001312385519276,0.5054819418738785
13,0.6150000000000001,0.09493299035074457,0.5343482364119275
14,0.6200000000000001,0.0881382654021537,0.5240764455983236
15,0.6250000000000001,0.10512481167459356,0.5484533763857391
16,0.6300000000000001,0.13465851851350505,0.5222882394842795
17,0.6350000000000001,0.16536937285873013,0.5297157449621916
18,0.6400000000000001,0.14746486784828317,0.5284080663865229
19,0.6450000000000001,0.1853381768619464,0.5394491522140691
20,0.6500000000000001,0.17741987387886068,0.5495024567462391
21,0.6550000000000001,0.20396177302581495,0.536847991787062
22,0.6600000000000001,0.18050669927242136,0.5414743493982828
23,0.6650000000000001,0.21024348823281994,0.5164392380623732
24,0.6700000000000002,0.20992961482781167,0.5129506047098118
25,0.6750000000000002,0.24625900981080354,0.49449782587411484
26,0.6800000000000002,0.23772893205790155,0.5059023070721287
27,0.6850000000000002,0.24352902769021492,0.49725841733723347
28,0.6900000000000002,0.2727352373756567,0.47459838920475583
29,0.6950000000000002,0.26402608821567775,0.4819221437321128
30,0.7000000000000002,0.25778051071197416,0.4880189849826079
31,0.7050000000000002,0.2742759571318981,0.4701593668951223
32,0.7100000000000002,0.27704435763142643,0.46026634071500155
33,0.7150000000000002,0.27135761006880643,0.4638451375732734
34,0.7200000000000002,0.2672055543113322,0.4662576127788103
35,0.7250000000000002,0.2948949282282072,0.43864612146351056
36,0.7300000000000002,0.2935949271263992,0.4412375432383821
37,0.7350000000000002,0.3085471893082161,0.42337539185592904
38,0.7400000000000002,0.3016366222814317,0.43313319022413116
39,0.7450000000000002,0.3119782506613852,0.41393672372061885
40,0.7500000000000002,0.30041883813191556,0.42672626001690767
41,0.7550000000000002,0.31048012933400104,0.41605742047513034
42,0.7600000000000002,0.3220401697718192,0.40928906357235756
43,0.7650000000000002,0.3132090111282263,0.41452211591070115
44,0.7700000000000002,0.31812480590902803,0.41100855694151234
45,0.7750000000000002,0.3257687283157856,0.4055340076227256
46,0.7800000000000002,0.34145982001990055,0.39262284391706304
47,0.7850000000000003,0.3262592148231894,0.402986150415433
48,0.7900000000000003,0.3386727976012111,0.39523430370305035
49,0.7950000000000003,0.33899351179160814,0.3924646434848636
50,0.8000000000000003,0.3292680662943677,0.3965872080579638
51,0.8050000000000003,0.3546846470863716,0.3799228438272414
52,0.8100000000000003,0.3597239554378848,0.3782338971420932
53,0.8150000000000003,0.3505655585872421,0.3819139842516743
54,0.8200000000000003,0.3543037796894662,0.3797771589242894
55,0.8250000000000003,0.3464803598956503,0.3857075032781004
56,0.8300000000000003,0.3537565521787748,0.3822603020298168
57,0.8350000000000003,0.3699818444630995,0.3810144897656509
58,0.8400000000000003,0.37145300311437207,0.3792383860051177
59,0.8450000000000003,0.3695877610544935,0.3803282902348782
60,0.8500000000000003,0.3651594304205731,0.38530640263204313
61,0.8550000000000003,0.3758675489291014,0.38242801830463613
62,0.8600000000000003,0.37825116396137304,0.38363930390963324
63,0.8650000000000003,0.37280751215293423,0.3829086546346302
64,0.8700000000000003,0.3807926436746836,0.3791428739574743
65,0.8750000000000003,0.39122443209727426,0.3728001205338199
66,0.8800000000000003,0.3848215872748788,0.3740306895375513
67,0.8850000000000003,0.3884105313299426,0.37227190670562715
68,0.8900000000000003,0.39697856738836673,0.3661402569424809
69,0.8950000000000004,0.39694943791755055,0.36598801022161725
70,0.9000000000000004,0.3951778821821554,0.3662564105212143
71,0.9050000000000004,0.39145358313037415,0.3682078328038611
72,0.9100000000000004,0.4089653741071749,0.3674693474228033
73,0.9150000000000004,0.4054979125830578,0.3680291034342667
74,0.9200000000000004,0.4125793711958052,0.3680688633092752
75,0.9250000000000004,0.4207137985695636,0.3698540161898054
76,0.9300000000000004,0.41703030597368934,0.3717157446862548
77,0.9350000000000004,0.4111847912510694,0.3723548256543436
78,0.9400000000000004,0.4242250799424686,0.37096101083106225
79,0.9450000000000004,0.4220787852367013,0.37310919306349594
80,0.9500000000000004,0.4258457530061592,0.37041517021535175
81,0.9550000000000004,0.4340731371014528,0.36543623110123996
82,0.9600000000000004,0.4275143384407456,0.37043913424195635
83,0.9650000000000004,0.435584109943287,0.36336689964099395
84,0.9700000000000004,0.44205592388784404,0.35609296790836426
85,0.9750000000000004,0.443427146452761,0.3553315683810856
86,0.9800000000000004,0.436980591101208,0.3602553448764353
87,0.9850000000000004,0.438922260925467,0.35655434428538624
88,0.9900000000000004,0.438027495968202,0.35774826593155423
89,0.9950000000000004,0.45475822130011595,0.35277014562710873
90,1.0000000000000004,0.43110739469748116,0.36160728662961483
91,1.0050000000000003,0.4483240377305291,0.3562293035679819
92,1.0100000000000002,0.4528183822330967,0.35646338809983197
93,1.0150000000000001,0.4524640112114425,0.35784595614938164
94,1.02,0.45885493257715926,0.3566177839476891
95,1.025,0.4492700511973327,0.3593151803598058
96,1.0299999999999998,0.4639692482788448,0.35538946577647096
